qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;tNetto(t)(1);Statusflag;tNetto(t)(2);Statusflag;tNetto(t)(3);Statusflag
-2;0 Fehl Impl ;-2;0 Fehl Impl wMaL ;5100;0,97 wMaL ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl wMaL nErm nErf ;4997;0,97 wMaL nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl wMaL ;103;0,97 wMaL ;111;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;111;1 nErf ;111;1 Intp ;-2;0 Fehl Impl ;111;1;101;1 Intp ;-2;0 Fehl Impl ;101;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;13;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;25;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl wMaL ;461;1;5292;0,97 wMaL ;-3;0 Fehl Impl nErm nErf ;402;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;-2;0 Fehl Impl ;59;0,97 wMaL ;295;0,97 wMaL ;31;1 Intp nErf ;125;1 nErf ;31;1 nErf ;31;1 Intp ;133;1;31;1;30;1 Intp ;89;0,97 wMaL ;30;1;-2;0 Fehl Impl ;134;1;17;1;-2;0 Fehl Impl ;9;1;42;1;-2;0 Fehl Impl ;5;1;-2;0 Fehl Impl 
5349;1 Intp ;-2;0 Fehl Impl wMaL ;5349;1;4897;1 Intp nErf ;-3;0 Fehl Impl wMaL nErm nErf ;4897;1 nErf ;452;1 Intp ;-2;0 Fehl Impl wMaL ;452;1;108;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;108;1 nErf ;118;1 Intp ;-2;0 Fehl Impl ;118;1;5;1 Intp ;-2;0 Fehl Impl ;5;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;62;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;42;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
2003;0,9409 wMaL ;1044;0,9409 wMaL ;597;1;2003;0,9409 wMaL nErf ;1003;0,9409 wMaL nErf ;523;1 nErf ;0;0,97 wMaL ;41;0,97 wMaL ;74;1;71;1 nErf ;101;1 nErf ;29;1 nErf ;71;1;101;1;25;1;-1;0 nErm ;44;1;58;1;131;0,97 wMaL ;21;1;55;1;71;0,97 wMaL ;48;1;16;1;42;1;-2;0 Fehl Impl ;17;1
-2;0 Fehl Impl ;-2;0 Fehl Impl wMaL ;5308;0,97 wMaL ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl wMaL nErm nErf ;4997;0,97 wMaL nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl wMaL ;311;0,97 wMaL ;21;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;21;1 nErf ;16;1 Intp ;-2;0 Fehl Impl ;16;1;96;1 Intp ;-2;0 Fehl Impl ;96;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;97;0,97 wMaL ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;4;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
3630;1 Intp ;1005;0,97 wMaL ;3630;1;3214;1 Intp nErf ;1003;0,97 wMaL nErf ;3214;1 nErf ;416;1 Intp ;2;0,97 wMaL ;416;1;103;1 Intp nErf ;127;0,97 wMaL nErf ;103;1 nErf ;115;1 Intp ;163;0,97 wMaL ;115;1;13;1 Intp ;89;0,97 wMaL ;13;1;-2;0 Fehl Impl ;181;0,97 wMaL ;58;1;-2;0 Fehl Impl ;40;1;42;1;-2;0 Fehl Impl ;22;1;-2;0 Fehl Impl 
2712;1 Intp ;-2;0 Fehl Impl wMaL ;2712;1;2692;1 Intp nErf ;-3;0 Fehl Impl wMaL nErm nErf ;2692;1 nErf ;20;1 Intp ;-2;0 Fehl Impl wMaL ;20;1;84;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;84;1 nErf ;84;1 Intp ;-2;0 Fehl Impl ;84;1;34;1 Intp ;-2;0 Fehl Impl ;34;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;97;0,97 wMaL ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;37;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
4062;1 Intp ;1045;0,9409 wMaL ;4062;1;3980;1 Intp nErf ;1003;0,9409 wMaL nErf ;3980;1 nErf ;82;1 Intp ;42;0,97 wMaL ;82;1;96;1 Intp nErf ;33;1 nErf ;96;1 nErf ;97;1 Intp ;33;1;97;1;30;1 Intp ;71;1;30;1;-2;0 Fehl Impl ;90;1;89;1;-2;0 Fehl Impl ;1;1;21;1;-2;0 Fehl Impl ;47;1;-2;0 Fehl Impl 
181;1 Intp ;-2;0 Fehl Impl ;181;1;46;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;46;1 nErf ;135;1 Intp ;-2;0 Fehl Impl ;135;1;92;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;92;1 nErf ;45;1 Intp ;-2;0 Fehl Impl ;45;1;108;1 Intp ;-2;0 Fehl Impl ;108;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;67;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;39;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl wMaL ;-2;0 Fehl Impl wMaL ;5439;0,97 wMaL ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl wMaL nErm nErf ;4997;0,97 wMaL nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl wMaL ;442;0,97 wMaL ;114;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;114;1 nErf ;116;1 Intp ;-2;0 Fehl Impl ;116;1;85;1 Intp ;-2;0 Fehl Impl ;85;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;97;0,97 wMaL ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;5;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;47;1
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
4326;1 Intp ;-2;0 Fehl Impl ;4326;1;3870;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;3870;1 nErf ;456;1 Intp ;-2;0 Fehl Impl ;456;1;10;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;10;1 nErf ;7;1 Intp ;-2;0 Fehl Impl ;7;1;33;1 Intp ;-2;0 Fehl Impl ;33;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;74;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;15;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
5006;1 Intp ;-2;0 Fehl Impl ;5006;1;4988;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;4988;1 nErf ;18;1 Intp ;-2;0 Fehl Impl ;18;1;192;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;192;1 nErf ;192;1 Intp ;-2;0 Fehl Impl ;192;1;61;1 Intp ;-2;0 Fehl Impl ;61;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;7;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;17;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;44;1
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
4167;1 Intp ;-2;0 Fehl Impl ;4167;1;3772;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;3772;1 nErf ;395;1 Intp ;-2;0 Fehl Impl ;395;1;58;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;58;1 nErf ;57;1 Intp ;-2;0 Fehl Impl ;57;1;64;1 Intp ;-2;0 Fehl Impl ;64;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;73;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;2;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
243;1 Intp ;-2;0 Fehl Impl ;243;1;48;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;48;1 nErf ;195;1 Intp ;-2;0 Fehl Impl ;195;1;41;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;41;1 nErf ;157;1 Intp ;-2;0 Fehl Impl ;157;1;12;1 Intp ;-2;0 Fehl Impl ;12;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;5;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
100;1;100;1 Intp ;1553;1;100;1 nErf ;100;1 Intp nErf ;1482;1 nErf ;0;1;0;1 Intp ;71;1;120;1 nErf ;120;1 Intp nErf ;138;1 nErf ;120;1;120;1 Intp ;141;1;-1;0 nErm ;-2;0 Fehl Impl ;82;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;86;1;50;1;-2;0 Fehl Impl ;29;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
100;1;100;1 Intp ;4808;1;100;1 nErf ;100;1 Intp nErf ;4663;1 nErf ;0;1;0;1 Intp ;145;1;120;1 nErf ;120;1 Intp nErf ;102;1 nErf ;120;1;120;1 Intp ;105;1;-1;0 nErm ;-2;0 Fehl Impl ;20;1;121;1;-2;0 Fehl Impl ;48;1;49;1;-2;0 Fehl Impl ;1;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
1304;1 Intp ;-2;0 Fehl Impl ;1304;1;1103;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;1103;1 nErf ;201;1 Intp ;-2;0 Fehl Impl ;201;1;152;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;152;1 nErf ;165;1 Intp ;-2;0 Fehl Impl ;165;1;81;1 Intp ;-2;0 Fehl Impl ;81;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;57;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;7;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
3799;1 Intp ;-2;0 Fehl Impl ;3799;1;3790;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;3790;1 nErf ;9;1 Intp ;-2;0 Fehl Impl ;9;1;86;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;86;1 nErf ;86;1 Intp ;-2;0 Fehl Impl ;86;1;120;1 Intp ;-2;0 Fehl Impl ;120;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;19;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;36;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
4453;1 Intp ;-2;0 Fehl Impl ;4453;1;4020;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;4020;1 nErf ;433;1 Intp ;-2;0 Fehl Impl ;433;1;143;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;143;1 nErf ;152;1 Intp ;-2;0 Fehl Impl ;152;1;57;1 Intp ;-2;0 Fehl Impl ;57;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;78;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
2286;1 Intp ;-2;0 Fehl Impl ;2286;1;2279;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;2279;1 nErf ;7;1 Intp ;-2;0 Fehl Impl ;7;1;63;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;63;1 nErf ;63;1 Intp ;-2;0 Fehl Impl ;63;1;27;1 Intp ;-2;0 Fehl Impl ;27;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;16;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;56;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;9;1
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
