qKfz(Zufall);qLkw(Zufall);vPkw(Zufall);vLkw(Zufall);vgKfz(Zufall);b(Zufall);tNetto(Zufall);s(Zufall);qKfz(2);qLkw(2);vPkw(2);vLkw(2);vgKfz(2);b(2);tNetto(2);s(2)
7003,082369;42,1765801;32,99661245;70,88961455;89,99908444;0,860621967;47,35480819;22,64168218;7003;42;33;71;90;1;47;23
52,1866512;265,4957732;92,70180364;2,120426038;45,83269753;48,56288339;254,0194403;13,27097385;52;265;93;2;46;49;254;13
3059,78576;431,4401685;7,821131016;41,19632557;56,95364238;39,59593493;127,2937712;23,35276345;3060;431;8;41;57;40;127;23
9967,65038;209,9978637;54,82573931;33,93047884;79,81200598;7,194433424;228,8283944;10,16876736;9968;210;55;34;80;7;229;10
9261,452071;443,3576464;183,9638966;0,944853053;66,3289285;3,014007996;89,16089358;34,64918973;9261;443;184;1;66;3;89;35
2906,582842;91,50975066;171,8236335;98,96786401;170,311594;47,56126591;113,8460952;23,09488205;2907;92;172;99;170;48;114;23
7659,840693;186,0255745;242,7741325;3,599963378;81,32572405;4,319589831;28,77086703;47,07022309;7660;186;243;4;81;4;29;47
527,3598437;284,2646565;142,9049043;5,969420454;138,7066256;53,60209967;201,3727226;7,286294137;527;284;143;6;139;54;201;7
2959,074679;97,91863765;91,48777734;92,95083468;117,4901578;24,82070376;150,9750664;4,986724448;2959;98;91;93;117;25;151;5
309,152501;320,8716086;187,4892422;81,00466933;61,86101871;30,74068422;153,9011811;27,48954741;309;321;187;81;62;31;154;27
6078,066347;443,1897946;220,532548;116,0667745;86,04388562;53,9536729;15,53331095;36,19495224;6078;443;221;116;86;54;16;36
5053,865169;103,869747;121,908475;114,6275216;43,07382427;12,30872524;120,0173956;37,37754448;5054;104;122;115;43;12;120;37
5056,001465;85,57390057;202,9758599;43,45225379;178,868984;50,53132725;159,0763573;9,138767663;5056;86;203;43;179;51;159;9
1932,126835;359,2944121;96,53065584;76,30237739;164,0369884;54,16974395;84,98962371;21,32175665;1932;359;97;76;164;54;85;21
2644,123661;301,3855403;126,0174871;1,263466292;91,34800256;23,83373516;63,77529221;17,19107639;2644;301;126;1;91;24;64;17
5524,1554;176,351207;163,3721427;91,31748405;179,5892209;36,66066469;52,84127323;12,86812952;5524;176;163;91;180;37;53;13
9722,281564;224,7688223;247,4823756;119,8644978;48,39014863;12,01757866;46,75557726;9,352397229;9722;225;247;120;48;12;47;9
9958,189642;478,1640065;108,2273324;117,5206763;109,2928861;16,50746178;76,93502609;44,23505356;9958;478;108;118;109;17;77;44
1732,230598;15,99169897;249,4123661;116,4952544;21,04556413;25,11551256;137,2939238;16,95303201;1732;16;249;116;21;25;137;17
1046,47969;276,8028809;85,17639698;78,28363903;13,22061831;41,78044984;91,12979522;40,60487686;1046;277;85;78;13;42;91;41
7937,864315;316,5074618;108,6164434;93,1266213;121,8298898;48,15820795;229,6766564;47,52189703;7938;317;109;93;122;48;230;48
1528,366955;145,9089938;137,620777;118,9159825;38,16034425;58,39777825;2,054506058;8,267464217;1528;146;138;119;38;58;2;8
6669,820246;317,7739799;235,6534013;97,71538438;170,0430311;34,11725211;193,9173559;11,1957152;6670;318;236;98;170;34;194;11
2387,768181;55,07065035;104,9821467;91,43833735;9,784234138;14,0171514;234,5249794;32,91268654;2388;55;105;91;10;14;235;33
161,4429151;135,0138859;18,51390118;84,0662862;50,32502213;3,99365215;196,9602039;43,23557237;161;135;19;84;50;4;197;43
1991,332743;118,1218909;20,2804651;112,3093356;151,6403699;2,41523484;251,0232856;9,955137791;1991;118;20;112;152;2;251;10
6240,119633;454,8173467;129,3249306;46,6420484;172,2098453;19,91698965;64,84923856;19,44029054;6240;455;129;47;172;20;65;19
3708,304086;472,1823786;32,32734153;14,13251137;57,20389416;25,65752129;147,3252052;28,91781365;3708;472;32;14;57;26;147;29
7376,018555;431,3333537;81,05182043;57,1416364;101,4435255;54,11114841;39,44029054;11,07058931;7376;431;81;57;101;54;39;11
3014,007996;489,6542253;209,8164312;100,7806635;152,9526658;40,52430799;112,709891;34,68733787;3014;490;210;101;153;41;113;35
6600,848415;348,9028596;226,8361461;84,63026826;99,92980743;49,56633198;11,91457869;23,12387463;6601;349;227;85;100;50;12;23
8064,210944;393,8108463;254,1750847;110,5075228;91,90954314;16,78395947;196,1897641;46,43696402;8064;394;254;111;92;17;196;46
825,2204962;465,0410474;24,4984283;35,38438063;105,0202948;44,5271157;173,3567309;36,18732261;825;465;24;35;105;45;173;36
4618,366039;161,6412854;1,385235145;28,87661367;135,1542711;45,81438643;37,37022004;36,19647816;4618;162;1;29;135;46;37;36
1419,721061;6,744590594;189,8706015;37,08365123;26,53889584;20,29419843;89,95468001;8,43836787;1420;7;190;37;27;20;90;8
8246,406446;419,2938017;91,1998352;67,19809565;136,6008484;36,17175817;207,2716453;9,730826746;8246;419;91;67;137;36;207;10
5756,401257;330,0271615;211,9565416;50,26764733;164,9708548;37,54875332;0,747093112;22,27393414;5756;330;212;50;165;38;1;22
5208,594012;426,8929106;142,718131;68,02941984;170,537431;15,49668874;204,8046815;48,9394818;5209;427;143;68;171;15;205;49
8048,646504;76,60145878;42,01620533;92,20374157;82,88216803;18,07855464;139,247261;10,42207099;8049;77;42;92;83;18;139;10
9508,957183;273,9646596;194,9056978;32,16528825;55,47654653;43,06222724;158,2825709;23,47941527;9509;274;195;32;55;43;158;23
9477,828303;89,81597339;219,5908994;100,2313303;18,42707602;13,91644032;200,1976073;0,939970092;9478;90;220;100;18;14;200;1
8646,504105;126,33137;245,8403272;35,9520249;158,3605457;41,95806757;186,6643269;16,1976989;8647;126;246;36;158;42;187;16
2543,717765;191,2137211;187,7849666;97,74834437;139,2620624;51,96325571;65,33951842;9,892574847;2544;191;188;98;139;52;65;10
5758,232368;343,1348613;227,5209815;99,38901944;33,43607898;21,7261269;8,467055269;38,21985534;5758;343;228;99;33;22;8;38
9045,075838;488,082522;91,09866634;91,62144841;23,35276345;16,62282174;208,7580493;16,58375805;9045;488;91;92;23;17;209;17
2440,870388;80,0347911;155,916776;68,80581072;186,956389;38,78475295;29,75920896;41,72948393;2441;80;156;69;187;39;30;42
1347,087008;487,2737815;15,51774651;19,60386975;144,0534684;43,47972045;191,0846278;9,768974883;1347;487;16;20;144;43;191;10
5759,453108;175,8934294;24,91866817;28,12219611;85,21988586;50,67598498;76,90389721;27,63908811;5759;176;25;28;85;51;77;28
8889,736625;249,9008148;68,4990997;35,83483383;55,91601306;10,79989013;179,022187;25,80187384;8890;250;68;36;56;11;179;26
6114,688559;245,7045198;25,58793909;44,80361339;166,5883358;18,62056337;154,5237587;47,747734;6115;246;26;45;167;19;155;48
2439,344462;442,4878689;128,7646107;65,91265603;50,17242958;20,5835139;63,1838435;42,3566393;2439;442;129;66;50;21;63;42
926,2367626;36,59169286;74,61592456;85,59709464;0,958281198;58,38129826;192,080752;22,97738578;926;37;75;86;1;58;192;23
3701,895199;239,6618549;82,41370891;116,35609;98,90438551;24,02233955;247,1321757;25,43565172;3702;240;82;116;99;24;247;25
3806,573687;307,8402051;91,02862636;118,095645;189,208655;9,741508225;140,2511673;47,07785272;3807;308;91;118;189;10;140;47
3779,412214;420,5603198;117,4803919;0,457777642;160,7470931;15,4380932;88,21924497;34,14258248;3779;421;117;0;161;15;88;34
1254,615925;332,4839015;73,83770257;1,732230598;34,32721946;47,41111484;43,31583605;24,86800745;1255;332;74;2;34;47;43;25
6877,34611;490,7986694;157,2475356;59,46714682;2,392651143;21,43131809;20,38163396;48,27417829;6877;491;157;59;2;21;20;48
177,3125401;150,7614368;253,2023072;101,601001;171,4896084;48,20581683;166,5161596;12,27759636;177;151;253;102;171;48;167;12
1840,266121;64,76027711;228,5715812;109,1598254;25,08011109;35,44480728;45,36255989;29,68535417;1840;65;229;109;25;35;45;30
963,7745293;495,2848903;69,94659261;44,79995117;139,414655;38,8268685;231,9568468;37,94366283;964;495;70;45;139;39;232;38
9845,881527;373,3787042;209,2872402;62,40058596;197,9430525;20,02136296;45,72832423;40,499588;9846;373;209;62;198;20;46;40
3676,259651;418,3782464;205,5595569;57,58842738;37,24478896;52,46864223;82,31254006;49,54832606;3676;418;206;58;37;52;82;50
8055,360576;430,8450575;122,2353282;103,2966094;116,3670766;26,89718314;125,7373272;1,138340403;8055;431;122;103;116;27;126;1
405,896176;145,1155126;143,1150243;6,606646931;62,77657399;38,74263741;77,68990143;48,50306711;406;145;143;7;63;39;78;49
2590,105899;414,9754326;138,1188391;72,6474807;47,49900815;16,49098178;7,40089114;9,939878536;2590;415;138;73;47;16;7;10
6235,847041;114,2002625;211,6374706;74,75325785;195,5931272;17,34427931;127,3249001;10,22827845;6236;114;212;75;196;17;127;10
5988,341929;499,7711112;13,57219153;103,3442183;22,19916379;20,62013611;75,64317759;44,98733482;5988;500;14;103;22;21;76;45
5809,503464;114,7495956;73,50306711;106,138493;96,80471206;58,88485366;93,1920835;40,55604724;5810;115;74;106;97;59;93;41
667,7449873;40,4217658;219,365215;32,17261269;8,429212317;53,02713095;5,105136265;9,183019501;668;40;219;32;8;53;5;9
3452,558977;444,3647572;213,6919767;30,50630207;171,0440382;34,16302988;61,79082614;47,72484512;3453;444;214;31;171;34;62;48
7036,65273;460,9668264;190,983459;107,0430616;179,2962432;18,98312326;53,6506241;42,54890591;7037;461;191;107;179;19;54;43
3415,631581;162,2363964;52,91909543;80,19898068;0,57985168;13,07412946;82,32032228;20,56031983;3416;162;53;80;1;13;82;21
9052,095096;246,2843715;149,192938;40,36133915;95,71825312;55,37644581;171,1932737;42,60689108;9052;246;149;40;96;55;171;43
4321,115757;357,0055239;180,9988708;77,26554155;141,8134098;34,02020325;219,4741661;2,635273293;4321;357;181;77;142;34;219;3
7484,359264;406,7812128;130,6634724;45,57267983;83,55357524;53,65153966;53,71288186;35,81347087;7484;407;131;46;84;54;54;36
9573,351238;450,3006073;58,13318278;110,0167852;94,71114231;1,475875118;10,00015259;46,16687521;9573;450;58;110;95;1;10;46
8096,560564;475,3257851;63,63521226;49,29349651;22,68745994;7,622913297;132,8814051;11,40476699;8097;475;64;49;23;8;133;11
4578,386792;481,0785241;143,8776818;11,45542772;42,59163182;20,99002045;220,1979125;23,93566698;4578;481;144;11;43;21;220;24
4714,194159;328,5775323;83,92345958;71,47556993;6,799523911;33,44523453;229,3653676;45,1719718;4714;329;84;71;7;33;229;45
3350,32197;120,3039644;220,8671834;92,39051485;36,0789819;24,47645497;209,1938536;29,27182836;3350;120;221;92;36;24;209;29
1948,301645;206,961272;98,07153539;85,29313028;101,5778069;37,99737541;208,252205;35,6715598;1948;207;98;85;102;38;208;36
2727,439192;417,6152837;17,05862606;64,05224769;188,0001221;32,16895047;131,3327433;8,989226966;2727;418;17;64;188;32;131;9
5391,399884;55,28427992;236,5172277;62,16254158;151,3962218;51,71422468;246,1049226;30,6039613;5391;55;237;62;151;52;246;31
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
