qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;tNetto(t)(1);Statusflag;tNetto(t)(2);Statusflag;tNetto(t)(3);Statusflag
10001;0,97 Fehl wMaL ;5001;0,97 wMaL ;5611;1;4997;0,97 Intp nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 Fehl wMaL ;59;0,97 wMaL ;103;1;74;1 nErf ;127;0,97 wMaL nErf ;111;1 nErf ;111;1 Intp ;163;0,97 wMaL ;111;1;74;1;89;0,97 wMaL ;101;1;97;0,9409 wMaL ;36;1;13;1;59;0,9409 wMaL ;35;1;25;1;62;1 Fehl Impl ;246;1 Fehl Impl ;205;1 Fehl Impl 
10001;0,97 wMaL ;461;1;8992;1;0;1 nErf ;361;1 nErf ;4997;0,97 wMaL nErf ;89;0,97 wMaL ;59;0,97 wMaL ;295;1;157;0,97 wMaL nErf ;125;1 nErf ;31;1 nErf ;197;0,9409 wMaL nErm ;133;1;31;1;113;0,97 wMaL ;89;0,97 wMaL ;30;1;97;0,9409 wMaL ;97;0,97 wMaL ;17;1;59;0,9409 Fehl wMaL ;9;1;42;1;12;1;5;1;160;1 Fehl Impl 
10001;0,97 wMaL ;4274;1;5349;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;4897;1 nErf ;452;1 Intp ;59;0,97 wMaL ;452;1;72;1 nErf ;67;1 nErf ;108;1 nErf ;72;1;70;1;118;1;5;1 Intp ;37;1;5;1;97;0,9409 wMaL ;97;0,97 wMaL ;62;1;59;0,9409 wMaL ;2;1;42;1;8;1;70;1 Fehl Impl ;237;1 Fehl Impl 
10001;0,97 wMaL ;5001;0,97 wMaL ;597;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;523;1 nErf ;0;1;41;1;74;1;71;1 nErf ;101;1 nErf ;29;1 nErf ;71;1;101;1;25;1;113;0,97 wMaL nErm ;44;1;58;1;97;0,9409 wMaL ;21;1;55;1;59;0,9409 wMaL ;48;1;16;1;42;1;193;1 Fehl Impl ;17;1
10001;0,97 Fehl wMaL ;3877;1;5426;1;4997;0,97 Intp nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 Fehl wMaL ;59;0,97 wMaL ;311;1;157;0,97 wMaL nErf ;127;0,97 wMaL nErf ;21;1 nErf ;16;1 Intp ;163;0,97 wMaL ;16;1;113;0,97 wMaL ;70;1;96;1;71;1;97;0,9409 wMaL ;97;0,97 wMaL ;59;0,9409 Fehl wMaL ;5;1;4;1;56;1;137;1 Fehl Impl ;243;1 Fehl Impl 
10001;0,97 wMaL ;3872;1;3630;1;0;1 nErf ;1003;0,97 wMaL nErf ;3214;1 nErf ;89;0,97 wMaL ;2;1;416;1;3;1 nErf ;127;0,97 wMaL nErf ;103;1 nErf ;197;0,9409 wMaL nErm ;163;0,97 wMaL ;115;1;3;1;89;0,97 wMaL ;13;1;97;0,97 wMaL ;97;0,9409 wMaL ;58;1;27;1;40;1;42;1;4;1;22;1;161;1 Fehl Impl 
10001;0,97 Fehl wMaL ;5001;0,97 wMaL ;2712;1;2692;1 Intp nErf ;1003;0,97 wMaL nErf ;2692;1 nErf ;89;0,97 Fehl wMaL ;59;0,97 wMaL ;20;1;157;0,97 wMaL nErf ;127;0,97 wMaL nErf ;84;1 nErf ;84;1 Intp ;163;0,97 wMaL ;84;1;113;0,97 wMaL ;89;0,97 wMaL ;34;1;32;1;97;0,97 wMaL ;97;0,97 wMaL ;8;1;45;1;37;1;73;1 Fehl Impl ;135;1 Fehl Impl ;96;1 Fehl Impl 
4062;1 Intp ;5001;0,97 wMaL ;4062;1;3980;1 Intp nErf ;1003;0,97 wMaL nErf ;3980;1 nErf ;89;0,97 Fehl wMaL ;42;1;82;1;157;0,97 wMaL nErf ;33;1 nErf ;96;1 nErf ;97;1 Intp ;33;1;97;1;113;0,97 wMaL ;71;1;30;1;97;0,9409 wMaL ;90;1;89;1;59;0,97 Fehl wMaL ;1;1;21;1;249;1 Fehl Impl ;47;1;225;1 Fehl Impl 
10001;0,97 Fehl wMaL ;10001;0,97 Fehl Intp Impl ;181;1;2003;0,97 wMaL nErf ;2003;0,97 Intp nErf ;46;1 nErf ;89;0,97 Fehl wMaL ;59;0,97 Fehl Impl wMaL ;135;1;88;1 nErf ;10;1 nErf ;92;1 nErf ;45;1 Intp ;0;1 Fehl Intp Impl ;45;1;113;0,97 wMaL ;2;1;108;1;97;0,9409 wMaL ;46;1;67;1;52;1;49;1;39;1;87;1 Fehl Impl ;254;1 Fehl Impl ;112;1 Fehl Impl 
10001;0,97 wMaL ;3060;1;8469;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 wMaL ;59;0,97 wMaL ;442;1;89;1 nErf ;13;1 nErf ;114;1 nErf ;197;0,97 wMaL ;8;1;116;1;62;1;41;1;85;1;13;1;57;1;97;0,97 wMaL ;59;0,9409 wMaL ;40;1;5;1;206;1 Fehl Impl ;127;1 Fehl Impl ;47;1
7237;1 Intp ;9968;1;7237;1;97;0,9409 Fehl wMiL nErf ;9758;1 nErf ;6919;1 nErf ;318;1 Intp ;210;1;318;1;61;0,97 wMiL nErf ;55;1 nErf ;140;1 nErf ;47;0,9409 Fehl wMiL ;55;1;145;1;61;0,9409 Fehl wMiL ;61;0,97 wMiL ;61;0,97 wMiL ;61;0,97 wMiL ;80;1;61;0,97 wMiL ;76;1;31;0,9409 wMiL ;52;1;141;1 Fehl Impl ;229;1 Fehl Impl ;85;1 Fehl Impl 
53025;1;9261;1;4326;1;48609;1 nErf ;8818;1 nErf ;3870;1 nErf ;4416;1;443;1;456;1;65;1 nErf ;175;1 nErf ;31;0,97 wMiL nErf ;62;1;184;1;47;0,97 wMiL ;95;1;61;0,9409 wMiL ;61;0,97 wMiL ;119;1;66;1;74;1;31;0,97 wMiL ;31;0,9409 wMiL ;31;0,97 wMiL ;253;1 Fehl Impl ;89;1 Fehl Impl ;102;1 Fehl Impl 
5006;1 Intp ;2907;1;5006;1;97;0,9409 Fehl wMiL nErf ;2815;1 nErf ;4988;1 nErf ;18;1 Intp ;92;1;18;1;61;0,97 wMiL nErf ;170;1 nErf ;192;1 nErf ;47;0,9409 Fehl wMiL ;172;1;192;1;61;0,9409 Fehl wMiL ;99;1;61;1;89;1;170;1;61;0,97 wMiL ;31;0,97 wMiL ;48;1;31;0,97 wMiL ;91;1 Fehl Impl ;114;1 Fehl Impl ;44;1
5755;1 Intp ;7660;1;5755;1;97;0,9409 Fehl wMiL nErf ;7474;1 nErf ;5419;1 nErf ;336;1 Intp ;186;1;336;1;238;1 nErf ;237;1 nErf ;79;1 nErf ;79;1 Intp ;243;1;79;1;101;1;61;0,9409 wMiL ;83;1;173;1;81;1;128;1;54;1 Fehl Impl ;31;0,9409 wMiL ;31;0,97 wMiL ;65;1 Fehl Impl ;29;1;215;1 Fehl Impl 
4254;1 Intp ;527;1;4254;1;97;0,9409 Fehl wMiL nErf ;243;1 nErf ;3927;1 nErf ;327;1 Intp ;284;1;327;1;1136;1 nErf ;69;1 nErf ;194;1 nErf ;205;1 Intp ;143;1;205;1;200;1;61;0,9409 wMiL ;61;0,97 wMiL ;108;1;139;1;82;1;31;0,9409 wMiL ;54;1;31;0,97 wMiL ;0;1 Fehl Impl ;201;1 Fehl Impl ;160;1 Fehl Impl 
4167;1 Intp ;2959;1;4167;1;97;0,9409 Fehl wMiL nErf ;2861;1 nErf ;3772;1 nErf ;395;1 Intp ;98;1;395;1;1455;1 nErf ;91;1 nErf ;58;1 nErf ;47;0,9409 Fehl wMiL ;91;1;57;1;117;1;93;1;64;1;61;0,9409 wMiL ;117;1;73;1;31;0,97 wMiL ;31;0,97 wMiL ;31;0,97 wMiL ;61;1 Fehl Impl ;151;1 Fehl Impl ;0;1 Fehl Impl 
49555;1;49555;1 Intp ;503;0,97 wMiL ;32711;1 nErf ;97;0,9409 Fehl wMiL nErf ;97;0,97 wMiL nErf ;16844;1;16844;1 Intp ;195;1;172;1 nErf ;84;1 nErf ;41;1 nErf ;163;1;163;1 Intp ;157;1;190;1;81;1;61;0,97 wMiL ;61;0,97 wMiL ;62;1;142;1;31;0,97 wMiL ;31;1;31;0,97 wMiL ;60;1;154;1 Fehl Impl ;226;1 Fehl Impl 
503;0,9409 Fehl wMiL ;6078;1;3435;1;97;0,9409 Fehl wMiL nErf ;5635;1 nErf ;3291;1 nErf ;144;1 Fehl Intp Impl ;443;1;144;1;255;1 nErm nErf ;213;1 nErf ;233;1 nErf ;239;1 Intp ;221;1;239;1;150;1;116;1;92;1;105;1 Fehl Impl ;86;1;130;1;31;0,9409 wMiL ;54;1 Fehl Impl ;31;0,97 wMiL ;232;1 Fehl Impl ;16;1;66;1 Fehl Impl 
503;0,9409 Fehl wMiL ;5054;1;8018;1;97;0,9409 Fehl wMiL nErf ;4950;1 nErf ;7612;1 nErf ;406;1 Fehl Intp Impl ;104;1;406;1;255;1 nErm nErf ;122;1 nErf ;157;1 nErf ;47;0,9409 Fehl wMiL ;122;1;160;1;162;1;115;1;97;1;105;1;61;0,9409 wMiL ;132;1;97;1 Fehl Impl ;31;0,9409 wMiL ;59;1 Fehl Impl ;119;1 Fehl Impl ;120;1 Fehl Impl ;99;1 Fehl Impl 
503;0,97 wMiL ;5056;1;1553;1;100;1 nErf ;4970;1 nErf ;1482;1 nErf ;0;1;86;1;71;1;120;1 nErf ;200;1 nErf ;138;1 nErf ;120;1;203;1;141;1;255;1 nErm ;61;0,97 wMiL ;82;1;183;1;179;1;86;1;50;1;51;1;31;0,97 wMiL ;109;1 Fehl Impl ;159;1 Fehl Impl ;189;1 Fehl Impl 
503;0,97 wMiL ;1932;1;4808;1;100;1 nErf ;1573;1 nErf ;4663;1 nErf ;0;1;359;1;145;1;120;1 nErf ;93;1 nErf ;102;1 nErf ;120;1;97;1;105;1;255;1 nErm ;76;1;61;0,97 wMiL ;121;1;164;1;61;0,97 wMiL ;49;1;54;1;31;0,97 wMiL ;77;1 Fehl Impl ;85;1 Fehl Impl ;151;1 Fehl Impl 
534;1;2644;1;1304;1;466;1 nErf ;2343;1 nErf ;1103;1 nErf ;68;1;301;1;201;1;218;1 nErf ;112;1 nErf ;152;1 nErf ;244;1;126;1;165;1;61;0,97 wMiL ;61;0,9409 wMiL ;81;1;64;1;91;1;61;0,97 wMiL ;31;0,97 wMiL ;31;0,97 wMiL ;31;0,97 wMiL ;204;1 Fehl Impl ;64;1 Fehl Impl ;90;1 Fehl Impl 
7050;1;5524;1;4492;1;6760;1 nErf ;5348;1 nErf ;3996;1 nErf ;290;1;176;1;496;1;105;1 nErf ;161;1 nErf ;209;1 nErf ;107;1;163;1;222;1;61;0,97 wMiL ;91;1;104;1;61;0,9409 wMiL ;180;1;69;1;31;0,97 wMiL ;37;1;53;1 Fehl Impl ;207;1 Fehl Impl ;53;1;108;1 Fehl Impl 
8165;1;9722;1;7521;1;8083;1 nErf ;9497;1 nErf ;7429;1 nErf ;82;1;225;1;92;1;115;1 nErf ;244;1 nErf ;206;1 nErf ;116;1;247;1;207;1;61;0,9409 wMiL ;120;1;95;1;123;1;61;0,9409 wMiL ;61;0,97 wMiL ;34;1;31;0,9409 wMiL ;31;0,97 wMiL ;164;1 Fehl Impl ;47;1;210;1 Fehl Impl 
9725;1;9958;1;3799;1;9238;1 nErf ;9480;1 nErf ;3790;1 nErf ;487;1;478;1;9;1;123;1 nErf ;108;1 nErf ;86;1 nErf ;129;1;108;1;86;1;61;0,9409 wMiL ;118;1;120;1;61;0,97 wMiL ;109;1;61;0,97 wMiL ;31;0,9409 wMiL ;31;0,9409 wMiL ;36;1;4;1;77;1 Fehl Impl ;76;1 Fehl Impl 
4663;1;1732;1;4453;1;4438;1 nErf ;1716;1 nErf ;4020;1 nErf ;225;1;16;1;433;1;61;0,97 wMiL nErf ;248;1 nErf ;143;1 nErf ;47;0,9409 wMiL ;249;1;152;1;118;1;116;1;61;0,97 wMiL ;61;0,97 wMiL ;61;0,9409 wMiL ;78;1;55;1;31;0,97 wMiL ;57;1 Fehl Impl ;101;1 Fehl Impl ;137;1 Fehl Impl ;208;1 Fehl Impl 
3002;1;1046;1;2286;1;2974;1 nErf ;769;1 nErf ;2279;1 nErf ;28;1;277;1;7;1;176;1 nErf ;83;1 nErf ;63;1 nErf ;177;1;85;1;63;1;61;0,97 wMiL ;78;1;61;0,97 wMiL ;61;0,97 wMiL ;61;0,9409 wMiL ;61;0,97 wMiL ;31;0,97 wMiL ;42;1;56;1;239;1 Fehl Impl ;91;1 Fehl Impl ;9;1
7502;1;7938;1;9627;1;7318;1 nErf ;7621;1 nErf ;9236;1 nErf ;184;1;317;1;391;1;246;1 nErf ;108;1 nErf ;191;1 nErf ;252;1;109;1;197;1;61;0,97 wMiL ;93;1;61;0,97 wMiL ;183;1;122;1;94;1;31;0,9409 wMiL ;48;1;31;0,97 wMiL ;57;1;230;1 Fehl Impl ;208;1 Fehl Impl 
3515;1;1528;1;9394;1;3100;1 nErf ;1382;1 nErf ;9153;1 nErf ;415;1;146;1;241;1;168;1 nErf ;136;1 nErf ;239;1 nErf ;190;1;138;1;244;1;61;0,9409 wMiL ;119;1;61;0,97 wMiL ;61;0,9409 wMiL ;61;0,9409 wMiL ;61;0,97 wMiL ;50;1;58;1 Fehl Impl ;31;0,97 wMiL ;60;1;2;1;107;1 Fehl Impl 
7757;1;6670;1;6794;1;7582;1 nErf ;6352;1 nErf ;6318;1 nErf ;175;1;318;1;476;1;61;0,97 wMiL nErf ;229;1 nErf ;242;1 nErf ;47;0,9409 wMiL ;236;1;253;1;81;1;98;1;97;1;61;0,97 wMiL ;170;1;61;0,97 wMiL ;31;0,97 wMiL ;34;1;39;1;64;1 Fehl Impl ;194;1 Fehl Impl ;128;1 Fehl Impl 
743;1;2388;1;3296;1;615;1 nErf ;1003;0,97 wMaL nErf ;2998;1 nErf ;89;0,97 wMaL ;55;1;298;1;61;0,97 wMiL nErf ;105;1 nErf ;199;0,97 wMaL nErf ;47;0,9409 wMiL ;105;1;197;0,97 wMaL ;91;1;89;0,97 wMaL ;93;1;97;0,9409 wMaL ;61;0,9409 wMiL ;97;0,97 wMaL ;31;0,9409 wMiL ;31;0,9409 wMiL ;31;0,97 wMiL ;146;1 Fehl Impl ;235;1 Fehl Impl ;216;1 Fehl Impl 
1984;1;503;0,97 wMiL ;6273;1;1941;1 nErf ;97;0,97 wMiL nErf ;4997;0,97 wMaL nErf ;43;1;59;0,97 wMaL ;362;1;157;0,97 wMaL nErf ;74;1 nErf ;199;0,97 wMaL nErf ;164;1;47;0,9409 wMiL ;197;0,97 wMaL ;61;0,97 wMiL ;84;1;61;0,97 wMiL ;83;1;61;0,9409 wMiL ;76;1;39;1;31;0,9409 wMiL ;47;1;120;1 Fehl Impl ;197;1 Fehl Impl ;183;1 Fehl Impl 
641;1;1991;1;9125;1;329;1 nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 wMaL ;59;0,97 wMaL ;4;1;129;1 nErf ;31;0,97 wMiL nErf ;31;0,97 wMiL nErf ;170;1;47;0,9409 wMiL ;47;0,97 wMiL ;86;1;89;0,97 wMaL ;61;1;97;0,9409 wMaL ;97;0,97 wMaL ;61;0,97 wMiL ;31;0,97 wMiL ;31;0,9409 wMiL ;49;1;213;1 Fehl Impl ;251;1 Fehl Impl ;192;1 Fehl Impl 
3583;1;5001;0,97 wMaL ;2515;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;2473;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;42;1;71;1 nErf ;123;1 nErf ;54;1 nErf ;73;1;129;1;53;1;61;0,97 wMiL ;61;0,97 wMiL ;118;1;77;1;97;0,97 wMaL ;97;0,97 wMaL ;59;0,97 wMaL ;31;0,9409 wMiL ;31;0,97 wMiL ;41;1;65;1 Fehl Impl ;31;1
4870;1;3708;1;9611;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 wMaL ;59;0,97 wMaL ;369;1;157;0,97 wMaL nErf ;31;0,97 wMiL nErf ;100;1 nErf ;197;0,97 wMaL ;47;0,9409 wMiL ;102;1;76;1;61;0,97 wMiL ;61;0,97 wMiL ;97;0,9409 wMaL ;61;0,97 wMiL ;61;0,97 wMiL ;33;1;31;0,97 wMiL ;31;0,97 wMiL ;166;1 Fehl Impl ;147;1 Fehl Impl ;235;1 Fehl Impl 
5112;1;5001;0,97 wMaL ;2228;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;1896;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;332;1;61;0,97 wMiL nErf ;80;1 nErf ;191;1 nErf ;47;0,97 wMiL ;81;1;197;0,97 wMaL ;61;0,97 wMiL ;61;0,97 wMiL ;69;1;97;0,9409 wMaL ;97;0,97 wMaL ;74;1;47;1;54;1;49;1;24;1;39;1;87;1 Fehl Impl 
3735;1;3014;1;569;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;487;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;82;1;138;1 nErf ;127;0,97 wMaL nErf ;186;1 nErf ;140;1;163;0,97 wMaL ;197;0,97 wMaL ;90;1;89;0,97 wMaL ;61;0,97 wMiL ;61;0,97 wMiL ;97;0,97 wMaL ;61;0,97 wMiL ;32;1;41;1;31;0,97 wMiL ;144;1 Fehl Impl ;113;1 Fehl Impl ;116;1 Fehl Impl 
9859;1;5001;0,97 wMaL ;8246;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 wMaL ;59;0,97 wMaL ;255;1 nErm ;157;0,97 wMaL nErf ;127;0,97 wMaL nErf ;148;1 nErf ;185;1;163;0,97 wMaL ;150;1;61;0,97 wMiL ;85;1;79;1;97;0,9409 wMaL ;97;0,97 wMaL ;93;1;58;1 Fehl Impl ;50;1;56;1 Fehl Impl ;164;1 Fehl Impl ;12;1;241;1 Fehl Impl 
503;0,97 wMiL ;5001;0,97 wMaL ;8260;1;222;1 nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;89;0,97 wMaL ;59;0,97 wMaL ;179;1;142;1 nErf ;127;0,97 wMaL nErf ;199;0,97 wMaL nErf ;185;1;163;0,97 wMaL ;197;0,97 wMaL ;90;1;89;0,97 wMaL ;84;1;61;0,97 wMiL ;92;1;86;1;31;0,9409 wMiL ;31;0,9409 wMiL ;31;0,97 wMiL ;195;1 Fehl Impl ;196;1 Fehl Impl ;176;1 Fehl Impl 
2307;1;825;1;646;1;2003;0,97 wMaL nErf ;360;1 nErf ;466;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;180;1;106;1 nErf ;31;0,97 wMiL nErf ;178;1 nErf ;109;1;47;0,9409 wMiL ;197;0,97 wMaL ;88;1;61;0,97 wMiL ;65;1;97;0,9409 wMaL ;97;0,97 wMaL ;61;0,97 wMiL ;46;1;45;1;35;1;99;1 Fehl Impl ;173;1 Fehl Impl ;16;1
503;0,97 wMiL ;4618;1;6531;1;97;0,97 wMiL nErf ;1003;0,97 wMaL nErf ;4997;0,97 wMaL nErf ;3;1;59;0,97 wMaL ;314;1;157;0,97 wMaL nErf ;31;0,9409 wMiL nErf ;134;1 nErf ;197;0,97 wMaL ;47;0,9409 wMiL ;140;1;61;0,97 wMiL ;61;0,97 wMiL ;61;0,97 wMiL ;97;0,9409 wMaL ;97;0,97 wMaL ;61;0,97 wMiL ;31;0,97 wMiL ;46;1;31;0,97 wMiL ;214;1 Fehl Impl ;37;1;227;1 Fehl Impl 
9261;1;1420;1;3764;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;3364;1 nErf ;89;0,97 wMaL ;7;1;400;1;153;1 nErf ;127;0,97 wMaL nErf ;91;1 nErf ;156;1;163;0,97 wMaL ;89;1;61;0,97 wMiL ;61;0,97 wMiL ;108;1;61;0,97 wMiL ;61;0,9409 wMiL ;61;0,97 wMiL ;32;1;31;0,9409 wMiL ;55;1;22;1;90;1 Fehl Impl ;228;1 Fehl Impl 
1003;1;5001;0,97 wMaL ;503;0,97 wMiL ;704;1 nErf ;1003;0,97 wMaL nErf ;138;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;211;1;157;0,97 wMaL nErf ;90;1 nErf ;91;1 nErf ;197;0,9409 wMaL ;91;1;78;1;94;1;67;1;100;1;61;0,97 wMiL ;97;0,97 wMaL ;62;1;56;1 Fehl Impl ;36;1;31;0,97 wMiL ;82;1 Fehl Impl ;207;1 Fehl Impl ;239;1 Fehl Impl 
2567;1;5001;0,97 wMaL ;1910;1;2003;0,97 wMaL nErf ;1003;0,97 wMaL nErf ;1709;1 nErf ;89;0,97 wMaL ;59;0,97 wMaL ;201;1;96;1 nErf ;127;0,97 wMaL nErf ;60;1 nErf ;99;1;163;0,97 wMaL ;63;1;82;1;61;0,97 wMiL ;61;0,97 wMiL ;61;0,97 wMiL ;97;0,97 wMaL ;97;0,97 wMaL ;31;0,97 wMiL ;38;1;31;0,97 wMiL ;223;1 Fehl Impl ;1;1;122;1 Fehl Impl 
