VKDiffKfz;Verkehrszustand;qPFlink;qGFlink;qPNormal;qGNorml;qPTräge;qGTräge;vPFlink;vGFlink;vPNormal;vGNorml;vPTräge;vGTräge;kBGFlink;kBGNormal;kBGTräge;vst, MARZ;vst, NRW;vst,NRW, RDS;KKfzStoerfall;KKfzStoerfallG;VKfzStoerfallG;QKfzStoerfallG;VST, lokale Störfallerkennung
1,02905965;Stau;0;1025;3896;22102;19957;26624;157;83;106;87;86;76;12;254;352;6;6;4;255;864,1205971;0,939730627;812,0405906;6
-1,770445991;Freier Verkehr;0;409;0;13363;8106;18713;356;203;250;171;173;111;2;78;168;6;3;3;3822;2343,060299;0,127815983;299,4805556;6
-1,751985067;Freier Verkehr;288681;134936;174667;102977;98227;53489;52;98;121;131;141;100;1373;784;537;6;6;6;8334;5338,530149;0,024621171;131,4408611;6
-2,379662996;Freier Verkehr;0;27191;46373;61888;62662;37519;43;76;72;107;118;91;356;577;412;6;6;4;8452;6895,265075;0,01475877;101,7656308;6
1,021937285;Freier Verkehr;0;5642;0;37235;39002;26339;0;28;7;71;75;69;201;526;384;6;6;6;255;4239,159005;0,03904745;165,5283511;6
-98,76743985;Freier Verkehr;0;1332;3953;22443;23427;18514;368;187;199;163;167;106;7;138;175;6;6;4;1,169384728;2543,963132;0,108425259;275,8298622;6
1,355061501;Stau;0;470;0;13568;13315;13036;87;105;110;131;143;99;4;103;131;6;6;6;255;1628,377865;0,264631607;430,9202519;6
4,973055609;Stau;147;298;1586;8243;6869;9202;88;99;90;118;134;99;3;70;93;6;3;3;1552;1597,826719;0,274848099;439,1596359;6
0,573345243;Freier Verkehr;188;264;0;5048;2862;6518;15;56;38;89;100;83;5;57;79;5;3;3;255;1060,696023;0,623692059;661,5476862;6
5,521326248;Freier Verkehr;206957;96727;124767;71558;69734;32828;260;155;156;143;152;105;626;501;311;6;6;6;6742;3901,348012;0,046102313;179,8611654;6
3,24573958;Stau;0;19549;33990;43037;46066;23056;326;225;252;199;213;135;87;216;170;6;6;6;7118;5509,674006;0,02311534;127,3579887;6
-22,46189761;Freier Verkehr;5159915;2418387;3100689;1744748;1750865;707737;11;95;102;144;161;113;25571;12105;6245;6;6;4;48946;27227,837;0,000946511;25,77145588;6
-1,873253109;Freier Verkehr;0;483881;852675;1046951;1188499;495492;318;207;219;200;217;142;2339;5246;3498;6;6;6;4924;18306,30207;0,002093875;38,33111665;6
0,491661413;Freier Verkehr;0;96980;7786;628273;802279;346921;49;105;101;151;171;123;927;4151;2824;6;6;4;1451;11564,18114;0,005247136;60,6788316;6
0,371527956;Freier Verkehr;0;19600;0;377066;537874;242921;244;175;169;178;197;139;112;2116;1744;6;6;6;225;7028,508617;0,014204493;99,83640033;6
1,153438285;Freier Verkehr;0;4124;37936;226341;357550;170121;309;231;242;217;238;162;18;1045;1047;6;6;6;172;4285,905129;0,038200319;163,7229427;6
13,57238947;Stau;5973848;2789995;3495137;2105141;2208231;932885;152;177;181;195;216;163;15799;10787;5739;6;6;6;17287;10786,45256;0,006031076;65,05391794;6
0,92068095;Stau;0;558203;905742;1263186;1486847;653096;265;220;226;217;238;178;2534;5819;3672;6;6;4;307;6594,671476;0,016134881;106,404239;6
1,406251841;Stau;0;111845;0;758014;993676;457244;281;245;257;236;258;193;457;3211;2366;6;6;6;307;4079,602848;0,042161526;172,0022821;6
0,800382363;Stau;0;22573;76031;454910;657895;320147;69;145;142;190;209;171;156;2399;1869;6;6;4;252;2548,561686;0,108034333;275,3321624;6
0,650156869;Freier Verkehr;0;4719;0;273048;430400;224179;85;125;103;162;176;156;38;1688;1438;6;6;6;252;1629,936998;0,264125577;430,5080508;6
0,814948747;Freier Verkehr;63020;31926;66532;181263;298859;170001;295;208;201;203;214;174;153;893;980;6;6;6;147;1036,76219;0,652820516;676,8196283;6
-0,730531689;Freier Verkehr;662862;323461;352851;314834;399403;225682;82;127;115;165;172;154;2542;1914;1470;6;6;6;4029;2532,881095;0,109376114;277,0366921;6
-0,631374519;Freier Verkehr;652439;445306;502067;406180;483209;280051;97;118;96;145;150;142;3766;2799;1968;6;6;4;4260;3396,440547;0,060828073;206,598935;6
1,100379337;Stau;767658;576405;667481;519385;598531;350559;130;126;106;139;142;138;4583;3745;2535;6;6;6;4744;4070,220274;0,04235613;172,3987777;6
-2,089833233;Freier Verkehr;209094;349905;389939;428943;520297;333375;9;63;40;102;95;111;5576;4205;3006;6;6;6;4587;4328,610137;0,037450287;162,1076923;6
0,032539589;Freier Verkehr;58428;216980;188766;330865;408100;288487;223;143;132;140;133;124;1520;2372;2324;6;6;6;1023;3006,366062;0,077636934;233,405043;6
1,852892743;Stau;583168;402666;381849;406556;469095;327239;323;219;236;196;194;150;1837;2077;2186;6;6;4;1830;2535,81963;0,109122769;276,7156589;6
-0,204037493;Freier Verkehr;254699;294870;269431;351102;411065;309444;206;196;211;193;201;158;1506;1815;1961;6;6;6;1255;2023,491771;0,171375688;346,7772937;6
-2,751853801;Freier Verkehr;558411;421605;414436;413511;463817;342739;0;77;70;135;137;125;5492;3066;2752;6;6;6;7630;4826,745885;0,030119186;145,3776554;6
0,212067995;Freier Verkehr;0;122385;84635;267139;292022;254191;32;53;24;100;96;101;2311;2679;2510;6;6;4;731;3188,447507;0,069022956;220,076071;6
0,051066945;Freier Verkehr;125223;123709;47312;209994;219499;215217;215;131;112;132;129;114;947;1593;1891;6;6;6;758;2216,26849;0,142858916;316,613715;6
2,374734397;Freier Verkehr;0;52667;0;139959;128487;161124;207;158;154;151;152;125;333;927;1288;6;6;4;298;1448,961082;0,334224786;484,2787074;6
-0,049575028;Freier Verkehr;170918;107851;132347;136576;120203;152237;45;90;82;120;121;109;1198;1140;1391;6;6;6;3028;2238,480541;0,140037855;313,4720124;6
3,631041242;Freier Verkehr;164670;128480;134709;136948;119152;147762;241;165;167;158;161;127;779;865;1164;6;6;4;1861;2087,488322;0,161028959;336,146072;6
-0,196453099;Freier Verkehr;139288;130146;130349;134513;116423;142691;11;71;62;114;114;103;1844;1182;1386;6;6;6;5028;3557,744161;0,055437376;197,232001;6
0,082161252;Freier Verkehr;137050;132515;131546;134120;117096;139943;163;119;107;127;129;110;1112;1057;1268;6;6;6;1624;2784,246485;0,090518372;252,0254596;6
-0,399683754;Freier Verkehr;140873;135992;135602;135801;120435;139205;227;165;167;156;161;125;823;871;1111;6;6;4;3768;3276,123243;0,065378;214,1863868;6
1,376040522;Stau;0;50457;39646;93110;69123;106165;207;179;189;170;180;137;282;546;774;6;6;6;213;2050,873927;0,166830007;342,1473113;6
0,557386294;Freier Verkehr;172743;107524;96016;112545;93143;111328;82;123;124;146;157;129;874;771;865;6;6;4;1306;1752,924352;0,228363004;400,3030703;6
5,558133969;Freier Verkehr;0;26645;8772;70097;44329;79857;226;175;179;171;183;142;152;409;561;6;6;6;192;1128,554602;0,550943347;621,7696502;6
-1,393232238;Freier Verkehr;190577;103147;92554;103015;83025;91072;162;160;161;165;178;145;646;623;628;6;6;6;3632;2380,277301;0,123850278;294,7980051;6
1,910165012;Stau;62286;67365;57649;85177;68308;81277;216;186;191;181;194;156;363;470;523;6;6;6;383;1581,366369;0,280599633;443,7308229;6
0,637861866;Stau;162953;112447;110592;108473;97445;91375;65;116;112;148;158;139;966;732;659;6;6;6;1604;1592,683184;0,276626197;440,577892;6
-2,366031969;Freier Verkehr;139908;120548;123737;116246;111946;97904;0;61;39;108;108;111;1980;1079;881;6;6;4;7630;4611,341592;0,032998751;152,1685145;6
2,132719098;Stau;129943;123125;127926;120238;120897;103169;99;78;54;99;96;104;1569;1214;996;6;6;6;4741;4676,170796;0,032090122;150,0588902;6
-0,062021416;Freier Verkehr;122264;121575;125706;120713;124588;106773;260;161;160;148;145;122;753;815;873;6;6;4;3092;4042,502468;0,042938959;173,5808464;6
-0,02505838;Freier Verkehr;143010;131514;137263;128243;133743;112573;178;155;160;151;154;128;850;852;877;6;6;6;3018;3632,701475;0,053173185;193,1623077;6
1,319097465;Stau;0;55476;50154;91532;91456;89741;223;184;198;174;180;142;301;527;631;6;6;6;327;2310,420865;0,131452818;303,7113327;6
0,020813964;Stau;91692;72377;60122;86767;86052;86705;15;88;87;130;134;119;822;668;731;6;6;4;1134;1839,852512;0,207293687;381,38981;6
-1,634913262;Freier Verkehr;222508;140635;145590;128328;127840;103341;115;108;96;124;129;118;1307;1032;877;6;6;6;3945;2892,426256;0,083874029;242,5994435;6
0,666323893;Freier Verkehr;0;28331;21693;77099;71397;72416;96;100;86;114;117;112;284;678;647;6;6;6;3836;3364,213128;0,061999058;208,5780458;6
2,48812837;Freier Verkehr;0;5870;0;46361;35521;50767;332;208;224;184;187;141;28;251;361;6;6;6;307;2141,327859;0,153033236;327,694331;6
-0,469293567;Freier Verkehr;0;1378;4866;27919;13314;35614;159;162;174;171;178;143;8;163;250;6;6;6;1619;1932,396712;0,187914164;363,1247122;6
-1,970660763;Freier Verkehr;0;480;0;16853;94;25006;30;92;86;133;137;122;5;127;204;6;6;5;4539;3235,698356;0,067021793;216,8623038;6
-0,049130576;Freier Verkehr;143;300;1915;10214;0;17581;16;62;39;101;100;102;5;101;173;6;4;4;8055;5645,349178;0,022017625;124,297183;6
-0,79247039;Freier Verkehr;185;264;0;6230;8918;12383;184;123;107;125;124;111;2;50;111;4;3;3;2266;4293,609487;0,03806335;163,4291619;6
0,387307799;Freier Verkehr;167441;78287;101176;58978;59629;32252;161;135;127;133;135;117;581;445;276;4;6;6;782;2888,965671;0,084075088;242,8900444;6
-3,860194375;Freier Verkehr;116953;88010;114176;75578;81378;44237;44;82;73;107;107;103;1071;706;431;4;6;5;8821;5854,982836;0,020469199;119,8468074;6
-1,299236922;Freier Verkehr;0;17806;27086;45449;51959;31042;334;203;220;181;182;133;88;251;233;4;6;4;5888;5871,491418;0,020354256;119,50984;6
-0,068518126;Freier Verkehr;0;3765;0;27371;32382;21806;86;120;126;148;155;123;31;185;177;4;6;6;3205;4804,894835;0,030393752;146,0387842;6
-0,059624629;Freier Verkehr;0;957;2967;16525;19491;15341;316;214;231;202;212;149;4;82;103;4;6;5;2862;4027,736889;0,043254362;174,2171893;6
-1,8280949;Freier Verkehr;0;395;0;10017;11118;10815;178;179;188;189;203;153;2;53;70;4;4;4;5621;4824,368445;0,030148878;145,4492973;6
-0,30861013;Freier Verkehr;332736;155488;200762;115986;116598;53043;99;137;132;164;180;145;1138;708;365;4;6;6;1290;3410,621046;0,06032331;205,739949;6
-0,569254716;Freier Verkehr;164881;132138;176134;121143;134160;67695;42;92;73;131;141;126;1434;927;538;4;6;6;1271;2554,772615;0,107509685;274,6628001;6
-1,013749112;Freier Verkehr;0;26632;39839;72788;87147;47463;326;206;208;193;201;152;129;377;313;4;6;4;2709;2631,886307;0,10130196;266,6152402;6
0,14015071;Freier Verkehr;72184;47889;42104;66473;80010;49370;26;91;83;141;146;125;527;473;396;4;6;6;970;1967,131774;0,181336483;356,7127577;6
-0,038569026;Freier Verkehr;0;9782;0;39986;49325;34636;111;106;87;130;136;121;92;309;286;4;6;6;343;1317,479055;0,404263616;532,6088467;6
1,859717029;Freier Verkehr;0;2160;4228;24093;29197;24321;134;119;103;127;133;122;18;189;200;4;6;5;3685;2501,239528;0,112160911;280,5413045;6
0,715818686;Freier Verkehr;0;636;0;14558;16188;17101;155;134;125;134;139;126;5;109;136;4;6;6;3165;2833,119764;0,0874223;247,6778458;6
-8,243466528;Freier Verkehr;919482;429431;553336;313879;314512;136321;0;54;40;94;91;98;7943;3336;1389;5;6;6;1,185746392;1700,34614;0,242704269;412,6812674;6
-2,109788243;Freier Verkehr;749447;533034;694753;445657;481611;224544;121;86;66;97;93;98;6233;4616;2284;6;6;4;5725;3712,67307;0,050907138;189,0015595;6
-0,390525409;Freier Verkehr;643949;564596;714333;511890;581280;295260;237;153;155;139;137;115;3689;3675;2566;6;6;6;3030;3439,603838;0,059311;204,0063429;6
9,88109222;Stau;295368;408311;484727;454830;532464;310056;228;180;196;166;169;130;2264;2746;2377;6;6;4;1768;2770,962293;0,091388356;253,2336877;6
0,534984169;Stau;237522;335294;345768;399714;469234;311453;17;86;88;124;127;110;3914;3219;2834;6;6;6;4695;3732,981146;0,050354757;187,9733576;6
-1,459506445;Freier Verkehr;446229;396189;387662;411000;477317;333619;137;116;107;127;131;114;3415;3247;2933;6;6;6;3164;3505,388684;0,057105736;200,1778014;6
-1,078300509;Freier Verkehr;263479;317404;297368;365683;430622;322846;76;91;79;110;113;105;3480;3326;3071;6;6;4;3457;3486,03321;0,057741632;201,289247;6
0,281137075;Freier Verkehr;620;157081;107711;266210;306143;261092;0;34;14;74;69;80;4588;3599;3281;6;6;6;1902;2852,419917;0,086243262;246,0019985;6
-0,231809808;Freier Verkehr;753357;449946;449435;420835;449812;323966;0;8;0;45;32;56;58832;9397;5785;6;6;6;5329;4090,709958;0,041932883;171,5352609;6
1,300784535;Stau;648613;514339;546986;481386;521043;367560;355;170;220;142;131;93;3033;3393;3969;6;6;4;2068;3281,625963;0,065158929;213,8272332;6
-0,523610643;Freier Verkehr;391301;427235;445852;451015;493948;375140;176;144;176;140;141;101;2977;3223;3697;6;6;6;2941;3145,375576;0,070926263;223,0897338;6
0,341810917;Freier Verkehr;449249;440862;444552;449290;494087;389452;114;122;137;131;137;105;3605;3436;3724;6;6;5;3785;3465,187788;0,058438431;202,5001365;6
5,20924794;Stau;410486;423320;419601;437147;477437;395348;279;196;222;179;189;129;2157;2437;3058;6;6;4;1631;2731,512662;0,094047154;256,890993;6
4,261893927;Stau;0;171966;133157;305940;317909;309482;65;113;122;144;159;118;1524;2118;2621;6;6;6;1015;2044,907587;0,167804933;343,14558;6
-15,40973202;Freier Verkehr;739317;436730;422104;428070;435740;357626;0;35;18;93;99;87;12347;4600;4089;6;6;4;1,31080662;1227,468863;0,46572669;571,6650103;6
1,601990266;Freier Verkehr;285018;307403;287388;366870;378840;332859;311;164;161;156;162;114;1875;2351;2926;6;6;6;1106;1178,881317;0,504907621;595,2261606;6
0,177971339;Freier Verkehr;21761;158642;106253;268703;263940;269437;184;151;151;153;164;121;1049;1758;2234;6;6;6;813;1032,528788;0,658184662;679,594611;6
-0,720316908;Freier Verkehr;82745;140064;67523;215390;198031;229232;0;65;53;109;117;97;2167;1978;2355;6;6;6;2684;1858,264394;0,203206261;377,6109591;6
3,44389959;Freier Verkehr;230457;187598;134778;212421;193640;222853;137;98;79;111;119;100;1905;1915;2218;6;6;4;1789;1830,558636;0,209403919;383,3261531;6
-2,370996564;Freier Verkehr;214563;196181;162294;207397;187986;215955;9;44;23;79;80;80;4409;2626;2712;6;6;6;3,597359787;1099,774115;0,580156428;638,041022;6
