qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;aLkw(1);Statusflag;aLkw(2);Statusflag;aLkw(3);Statusflag;kKfz(1);Statusflag;kKfz(2);Statusflag;kKfz(3);Statusflag;kLkw(1);Statusflag;kLkw(2);Statusflag;kLkw(3);Statusflag;kPkw(1);Statusflag;kPkw(2);Statusflag;kPkw(3);Statusflag;qB(1);Statusflag;qB(2);Statusflag;qB(3);Statusflag;kB(1);Statusflag;kB(2);Statusflag;kB(3);Statusflag;QKfz;Statusflag;QLkw;Statusflag;QPkw;Statusflag;VKfz;Statusflag;VLkw;Statusflag;VPkw;Statusflag;VgKfz;Statusflag;B;Statusflag;Bmax;Statusflag;SKfz;Statusflag;Alkw;Statusflag;KKfz;Statusflag;KLkw;Statusflag;KPkw;Statusflag;QB;Statusflag;KB;Statusflag;VDelta;Statusflag
255;0 Fehl wMaL nErm ;300060;0,97 Intp ;336660;1;299820;0,97 Intp nErf ;60180;0,97 Intp nErf ;299820;0,97 Intp nErf ;255;0 Fehl wMaL nErm ;3540;0,97 Intp ;6180;1;74;1 nErf ;127;0,97 Intp nErf ;111;1 nErf ;111;1 Intp ;163;0,97 Intp ;111;1;74;1;89;0,97 Intp ;101;1;97;0,9409 Intp ;36;1;13;1;59;0,9409 Intp ;35;1;25;1;255;0 Fehl nErm ;1;0,9409 Intp ;2;1;255;0 Fehl nErm ;2363;0,9409 Intp ;3033;1;255;0 Fehl nErm ;40;0,9409 Intp ;61;1;2701;0,97 Intp ;369;0,9409 Intp ;2701;0,97 Intp ;255;0 Fehl nErm ;67127;0,95545 Intp ;309708;0,985 Intp ;255;0 Fehl nErm ;529;0,9267865 Intp ;2790;0,985 Intp ;10302301;0,99 Intp ;249963;0,99 Intp ;5377860;0,97 Intp ;7;0,970497 Intp ;4;0,970497 Intp ;14;0,931491 Intp ;1;0,960597 Intp ;1000;0,9803 Intp ;59;0,9409 Intp ;29;0,4915083059 Intp ;2;0,9801 Intp ;1471757;0,96079203 Intp ;62491;0,96079203 Intp ;384133;0,90354627 Intp ;6052760;0,95574203 Intp ;864680;0,9275447729 Intp ;38;0,985 Intp 
600060;0,97 Intp ;27660;1;539520;1;0;1 nErf ;21660;1 nErf ;299820;0,97 Intp nErf ;5340;0,97 Intp ;3540;0,97 Intp ;17700;1;157;0,97 Intp nErf ;125;1 nErf ;31;1 nErf ;255;0 Fehl Intp nErm ;133;1;31;1;113;0,97 Intp ;89;0,97 Intp ;30;1;97;0,9409 Intp ;97;0,97 Intp ;17;1;255;0 Fehl wMaL nErm ;9;1;42;1;1;0,9409 Intp ;13;0,9409 Intp ;3;1;3822;0,9409 Intp ;221;1;17404;1;47;0,9409 Intp ;40;0,9409 Intp ;590;1;97;1;163;1;9672;0,97 Intp ;255;0 Fehl nErm ;27943;0,977725 Intp ;324954;0,985 Intp ;255;0 Fehl nErm ;224;0,977725 Intp ;10482;0,985 Intp ;11469541;0,99 Intp ;276543;0,98 Intp ;5699340;0,99 Intp ;10;0,970497 Intp ;5;0,941388 Intp ;2;0,9801 Intp ;6;0,95128209 Intp ;1052;1;42;1;38;0,4915083059 Intp ;2;0,9702 Intp ;1146954;0,96079203 Intp ;55309;0,92256024 Intp ;2849670;0,970299 Intp ;6390698;0,96576456 Intp ;639070;0,9372716082 Intp ;57;0,9925 Intp 
600060;0,97 Intp ;256440;1;320940;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;293820;1 nErf ;27120;1 Intp ;3540;0,97 Intp ;27120;1;72;1 nErf ;67;1 nErf ;108;1 nErf ;72;1;70;1;118;1;5;1 Intp ;37;1;5;1;97;0,9409 Intp ;97;0,97 Intp ;62;1;59;0,9409 Intp ;2;1;42;1;5;1 Intp ;1;0,9409 Intp ;8;1;8334;0,97 Intp ;3827;1;2972;1;5424;1 Intp ;96;0,97 Intp ;5424;1;1669;0,97 Intp ;860;0,97 Intp ;2490;1;192590;0,985 Intp ;66220;0,97 Intp ;393079;1;2675;0,985 Intp ;988;0,97 Intp ;3640;1;12646981;0,99 Intp ;334323;0,99 Intp ;6173520;0,98 Intp ;8;0,9801 Intp ;1;0,9801 Intp ;8;0,9604 Intp ;8;0,95128209 Intp ;1155;0,9803 Intp ;59;0,9409 Intp ;26;0,4950745012 Intp ;3;0,9801 Intp ;1580873;0,970299 Intp ;334323;0,970299 Intp ;771690;0,941192 Intp ;7056133;0,97027375 Intp ;882017;0,9509653024 Intp ;19;1
600060;0,97 Intp ;300060;0,97 Intp ;35820;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;31380;1 nErf ;0;1;2460;1;4440;1;71;1 nErf ;101;1 nErf ;29;1 nErf ;71;1;101;1;25;1;255;0 Fehl Intp nErm ;44;1;58;1;97;0,9409 Intp ;21;1;55;1;59;0,9409 Intp ;48;1;16;1;0;1 Intp ;1;1 Intp ;12;1;8452;0,97 Intp ;2971;0,97 Intp ;1235;1;19;1;56;1;77;1;1693;0,97 Intp ;596;0,97 Intp ;1255;1;255;0 Fehl nErm ;64746;0,985 Intp ;37596;1;255;0 Fehl nErm ;641;0,985 Intp ;1296;1;13582921;0,98 Intp ;341223;1;6385260;0,98 Intp ;5;0,9604 Intp ;1;1;2;0,9604 Intp ;5;0,94167318 Intp ;1278;0,9803 Intp ;59;0,9409 Intp ;36;0,49029602 Intp ;3;0,98 Intp ;2716584;0,941192 Intp ;341223;1;3192630;0,941192 Intp ;7245142;0,9801 Intp ;1449028;0,94128804 Intp ;47;1
255;0 Fehl wMaL nErm ;232620;1;325560;1;299820;0,97 Intp nErf ;60180;0,97 Intp nErf ;299820;0,97 Intp nErf ;255;0 Fehl wMaL nErm ;3540;0,97 Intp ;18660;1;157;0,97 Intp nErf ;127;0,97 Intp nErf ;21;1 nErf ;16;1 Intp ;163;0,97 Intp ;16;1;113;0,97 Intp ;70;1;96;1;71;1;97;0,9409 Intp ;97;0,97 Intp ;255;0 Fehl wMaL nErm ;5;1;4;1;255;0 Fehl nErm ;2;0,9409 Intp ;6;1;255;0 Fehl nErm ;1832;0,97 Intp ;15503;1;255;0 Fehl nErm ;51;0,97 Intp ;194;1;18739;0,97 Intp ;369;0,9409 Intp ;18739;0,97 Intp ;255;0 Fehl nErm ;67548;0,962725 Intp ;325944;0,985 Intp ;255;0 Fehl nErm ;532;0,93384325 Intp ;15521;0,985 Intp ;14141102;1;363424;0,99 Intp ;7045080;0,97 Intp ;3;0,98 Intp ;6;0,9702 Intp ;3;0,931491 Intp ;4;0,9703 Intp ;1288;1;5;1;16;0,49255 Intp ;3;0,99 Intp ;4713701;0,98 Intp ;60571;0,960498 Intp ;2348360;0,90354627 Intp ;7953640;0,9556685225 Intp ;2651213;0,936555152 Intp ;60;0,9775 Intp 
600060;0,97 Intp ;232320;1;217800;1;0;1 nErf ;60180;0,97 Intp nErf ;192840;1 nErf ;5340;0,97 Intp ;120;1;24960;1;3;1 nErf ;127;0,97 Intp nErf ;103;1 nErf ;255;0 Fehl Intp nErm ;163;0,97 Intp ;115;1;3;1;89;0,97 Intp ;13;1;97;0,97 Intp ;97;0,9409 Intp ;58;1;27;1;40;1;42;1;1;0,9409 Intp ;0;1;11;1;200020;0,97 Intp ;1829;0,97 Intp ;2115;1;1780;0,97 Intp ;1;0,97 Intp ;1920;1;97;1;369;0,9409 Intp ;1677;1;255;0 Fehl nErm ;60415;0,97 Intp ;278702;1;255;0 Fehl nErm ;476;0,9409 Intp ;2706;1;15191282;0,99 Intp ;393844;0,99 Intp ;7298100;0,99 Intp ;4;0,9702 Intp ;1;0,9702 Intp ;4;0,970497 Intp ;6;0,950994 Intp ;1397;1;42;1;29;0,4913983787 Intp ;3;0,9801 Intp ;3797820;0,960498 Intp ;393844;0,960498 Intp ;1824525;0,96079203 Intp ;8306341;0,9753225075 Intp ;2076585;0,9462578968 Intp ;84;0,985 Intp 
255;0 Fehl wMaL nErm ;300060;0,97 Intp ;162720;1;161520;1 Intp nErf ;60180;0,97 Intp nErf ;161520;1 nErf ;255;0 Fehl wMaL nErm ;3540;0,97 Intp ;1200;1;157;0,97 Intp nErf ;127;0,97 Intp nErf ;84;1 nErf ;84;1 Intp ;163;0,97 Intp ;84;1;113;0,97 Intp ;89;0,97 Intp ;34;1;32;1;97;0,97 Intp ;97;0,97 Intp ;8;1;45;1;37;1;255;0 Fehl nErm ;1;0,9409 Intp ;1;1;255;0 Fehl nErm ;2363;0,9409 Intp ;1937;1;255;0 Fehl nErm ;40;0,9409 Intp ;35;1;1923;1 Intp ;369;0,9409 Intp ;1923;1;255;0 Fehl nErm ;67127;0,95545 Intp ;164400;1;255;0 Fehl nErm ;529;0,9267865 Intp ;1957;1;15654063;0,99 Intp ;398585;0,99 Intp ;7681320;0,99 Intp ;3;0,960597 Intp ;1;0,960597 Intp ;5;0,970497 Intp ;3;0,960597 Intp ;1487;1;45;1;20;0,4878559508 Intp ;3;0,9801 Intp ;5218021;0,95099103 Intp ;398585;0,95099103 Intp ;1536264;0,96079203 Intp ;8709669;0,972945765 Intp ;2903223;0,934608783 Intp ;35;0,9775 Intp 
243720;1 Intp ;300060;0,97 Intp ;243720;1;238800;1 Intp nErf ;60180;0,97 Intp nErf ;238800;1 nErf ;255;0 Fehl wMaL nErm ;2520;1;4920;1;157;0,97 Intp nErf ;33;1 nErf ;96;1 nErf ;97;1 Intp ;33;1;97;1;113;0,97 Intp ;71;1;30;1;97;0,9409 Intp ;90;1;89;1;255;0 Fehl wMaL nErm ;1;1;21;1;255;0 Fehl nErm ;1;1 Intp ;2;1;1552;0,97 Intp ;9093;0,97 Intp ;2539;1;255;0 Fehl nErm ;35;1;164;1;2462;1 Intp ;1824;0,97 Intp ;2462;1;255;0 Fehl nErm ;63960;0,985 Intp ;252281;1;255;0 Fehl nErm ;1938;0,985 Intp ;2628;1;16441563;0,99 Intp ;406026;1;8219100;0,99 Intp ;4;0,9702 Intp ;1;0,99 Intp ;6;0,9801 Intp ;4;0,960597 Intp ;1510;1;21;1;28;0,4913983787 Intp ;2;0,99 Intp ;4110391;0,960498 Intp ;406026;0,99 Intp ;1369850;0,970299 Intp ;9274768;0,987525 Intp ;2318692;0,958096755 Intp ;100;0,9925 Intp 
255;0 Fehl wMaL nErm ;255;0 Fehl Intp Impl nErm ;10860;1;120180;0,97 Intp nErf ;120180;0,97 Intp nErf ;2760;1 nErf ;255;0 Fehl wMaL nErm ;255;0 Fehl Impl wMaL nErm ;8100;1;88;1 nErf ;10;1 nErf ;92;1 nErf ;45;1 Intp ;255;0 Fehl Intp Impl nErm ;45;1;113;0,97 Intp ;2;1;108;1;97;0,9409 Intp ;46;1;67;1;52;1;49;1;39;1;255;0 Fehl nErm ;255;0 Fehl nErm ;75;1;255;0 Fehl nErm ;255;0 Fehl nErm ;118;1;255;0 Fehl nErm ;255;0 Fehl nErm ;75;1;2671;0,97 Intp ;137;1;61;1;255;0 Fehl nErm ;255;0 Fehl nErm ;14100;1;255;0 Fehl nErm ;255;0 Fehl nErm ;153;1;16452425;1;414128;1;8462220;0,98 Intp ;0;1;2;0,99 Intp ;1;0,9604 Intp ;0;0,9803 Intp ;1650;1;52;1;2;0,5 ;3;1;491;1;207064;0,99 Intp ;8462220;0,941192 Intp ;9497540;0,9776 Intp ;449;1 Intp ;80;1
600060;0,97 Intp ;183600;1;508140;1;120180;0,97 Intp nErf ;60180;0,97 Intp nErf ;299820;0,97 Intp nErf ;5340;0,97 Intp ;3540;0,97 Intp ;26520;1;89;1 nErf ;13;1 nErf ;114;1 nErf ;197;0,97 Intp ;8;1;116;1;62;1;41;1;85;1;13;1;57;1;97;0,97 Intp ;59;0,9409 Intp ;40;1;5;1;1;0,9409 Intp ;2;0,9409 Intp ;5;1;6742;0,97 Intp ;14123;1;4457;1;86;0,97 Intp ;86;0,97 Intp ;312;1;610;0,9409 Intp ;7522;0,97 Intp ;2585;0,97 Intp ;138069;0,962725 Intp ;65490;0,97 Intp ;353390;0,985 Intp ;1551;0,962725 Intp ;5038;0,97 Intp ;3100;0,985 Intp ;17744225;0,99 Intp ;449528;0,98 Intp ;8942400;0,97 Intp ;6;0,9801 Intp ;6;0,9604 Intp ;7;0,931491 Intp ;4;0,9702 Intp ;1754;0,9803 Intp ;59;0,9409 Intp ;51;0,4950745012 Intp ;3;0,9702 Intp ;2957371;0,970299 Intp ;74921;0,941192 Intp ;1277486;0,90354627 Intp ;10075211;0,948513295 Intp ;1679202;0,9296378804 Intp ;86;1
434220;1 Intp ;598080;1;434220;1;255;0 Fehl wMiL nErm nErf ;585480;1 nErf ;415140;1 nErf ;19080;1 Intp ;12600;1;19080;1;61;0,97 Intp nErf ;55;1 nErf ;140;1 nErf ;255;0 Fehl wMiL nErm ;55;1;145;1;255;0 Fehl wMiL nErm ;61;0,97 Intp ;61;0,97 Intp ;61;0,97 Intp ;80;1;61;0,97 Intp ;76;1;31;0,9409 Intp ;52;1;4;1 Intp ;2;1;4;1;7118;0,97 Intp ;10874;1;3102;1;19;1;207;0,97 Intp ;313;0,97 Intp ;97;1;10645;1;2863;1;255;0 Fehl nErm ;604380;0,9925 Intp ;473906;0,9925 Intp ;255;0 Fehl nErm ;10989;0,9925 Intp ;3385;0,9925 Intp ;19210745;1 Intp ;500288;1 Intp ;9943021;1;6;0,99 Intp ;4;0,98 Intp ;9;1;5;0,98 Intp ;1913;0,9803 Intp ;76;1;26;0,4962625 Intp ;3;1 Intp ;3201791;0,99 Intp ;125072;0,98 Intp ;1104780;1;11243770;0,995 Intp ;1873962;0,98505 Intp ;38;0,9925 Intp 
